study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	nominal_length	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	first_created
PRJDB758	DRP001980	SAMD00012996	DRS015416	DRX015926	DRR017656	DRA001902	1291052	Lactobacillus sharpeae JCM 1186 = DSM 20505	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	452257	108338382	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus sharpeae JCM1186	Genome sequencing of Lactobacillus sharpeae JCM 1186	DRP001980	DRX015926	DRR017656	94946707	022ccf10d18ef0fed90416fbdc152b35	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017656/DRR017656.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017656/DRR017656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017656/DRR017656.fastq.gz							302270644	039aa8c0d78cf8c733267ed2c8aa0ec0	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017656	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017656	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017656				SAMD00012996		Whole genome analysis of Lactobacillus sharpeae JCM1186	2014-06-13
PRJDB759	DRP001981	SAMD00008923	DRS015417	DRX015927	DRR017657	DRA001903	1423804	Lactobacillus similis DSM 23365 = JCM 2765	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	443602	107200629	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus similis JCM2765	Genome sequencing of Lactobacillus similis JCM 2765	DRP001981	DRX015927	DRR017657	94806099	5e0168a90a4991dbe09246bc09472e5c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017657/DRR017657.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017657/DRR017657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017657/DRR017657.fastq.gz							300724191	bc1f2f3fb3611032b46926d23d090c98	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017657	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017657	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017657				SAMD00008923		Whole genome analysis of Lactobacillus similis JCM2765	2014-06-13
PRJDB760	DRP001982	SAMD00002816	DRS015418	DRX015928	DRR017658	DRA001904	1423765	Lactobacillus paralimentarius DSM 13961 = JCM 10707	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	477494	105587371	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus paralimentarius JCM10707	Genome sequencing of Lactobacillus paralimentarius JCM 10707	DRP001982	DRX015928	DRR017658	93339471	6dcdeff8cb4572472365c166761979d9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017658/DRR017658.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017658/DRR017658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017658/DRR017658.fastq.gz							313846413	790753581f56466534c496a8b1b472c5	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017658	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017658	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017658				SAMD00002816		Whole genome analysis of Lactobacillus paralimentarius JCM10707	2014-06-13
PRJDB761	DRP001983	SAMD00013512	DRS015419	DRX015929	DRR017659	DRA001905	1122148	Lactobacillus lindneri DSM 20690 = JCM 11027	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	430457	100628853	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus lindneri JCM11027	Genome sequencing of Lactobacillus lindneri JCM 11027	DRP001983	DRX015929	DRR017659	88923472	c2ed64f2a2927917dede51706e7e8a3e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017659/DRR017659.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017659/DRR017659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017659/DRR017659.fastq.gz							292200063	45759bdbecf2ae051767e18695a4c2d6	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017659	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017659	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017659				SAMD00013512		Whole genome analysis of Lactobacillus lindneri JCM11027	2014-06-13
PRJDB762	DRP001984	SAMD00013985	DRS015420	DRX015930	DRR017660	DRA001906	1423785	Lactobacillus paracollinoides DSM 15502 = JCM 11969	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	423402	101418931	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus paracollinoides JCM11969	Genome sequencing of Lactobacillus paracollinoides JCM 11969	DRP001984	DRX015930	DRR017660	89434581	6e155ba2cb7ae3097ce2098f9ee458bc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017660/DRR017660.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017660/DRR017660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017660/DRR017660.fastq.gz							286808821	29ffe76223044960f953a739b077f2d5	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017660	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017660	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017660				SAMD00013985		Whole genome analysis of Lactobacillus paracollinoides JCM11969	2014-06-13
PRJDB763	DRP001985	SAMD00012910	DRS015421	DRX015931	DRR017661	DRA001907	1423769	Lactobacillus manihotivorans DSM 13343 = JCM 12514	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	437416	92099803	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus manihotivorans JCM12514	Genome sequencing of Lactobacillus manihotivorans JCM 12514	DRP001985	DRX015931	DRR017661	88151288	19fed97eaf4245c13cf3cfed85f32379	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017661/DRR017661.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017661/DRR017661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017661/DRR017661.fastq.gz							77253777	97de06c3bae9ebfcc2bb90e27b92a93b	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017661	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017661	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017661				SAMD00012910		Whole genome analysis of Lactobacillus manihotivorans JCM12514	2014-06-13
PRJDB764	DRP001986	SAMD00013023	DRS015422	DRX015932	DRR017662	DRA001908	1423783	Lactobacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	395481	88287911	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus pantheris JCM12539	Genome sequencing of Lactobacillus pantheris JCM 12539	DRP001986	DRX015932	DRR017662	77984755	4c02e504e944be550718239cf60a80ce	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017662/DRR017662.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017662/DRR017662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017662/DRR017662.fastq.gz							249461072	bf32b5ae3612c3de040f444f0147780f	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017662	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017662	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017662				SAMD00013023		Whole genome analysis of Lactobacillus pantheris JCM12539	2014-06-13
PRJDB765	DRP001987	SAMD00015703	DRS015423	DRX015933	DRR017663	DRA001909	1423730	Lactobacillus camelliae DSM 22697 = JCM 13995	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	366917	83413546	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus camelliae JCM13995	Genome sequencing of Lactobacillus camelliae JCM 13995	DRP001987	DRX015933	DRR017663	73712206	789114c9e51dd93ab691a16ccc9c46e7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017663/DRR017663.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017663/DRR017663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017663/DRR017663.fastq.gz							233715618	2c3c352e5dedcb648ffe9692cda90f0f	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017663	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017663	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017663				SAMD00015703		Whole genome analysis of Lactobacillus camelliae JCM13995	2014-06-13
PRJDB766	DRP001988	SAMD00008915	DRS015424	DRX015934	DRR017664	DRA001910	1423745	Lactobacillus florum DSM 22689 = JCM 16035	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	508337	117718250	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus florum JCM16035	Genome sequencing of Lactobacillus florum JCM 16035	DRP001988	DRX015934	DRR017664	104364482	1e3479bb272b8ac0f3a2f5172eaa5b5e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017664/DRR017664.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017664/DRR017664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017664/DRR017664.fastq.gz							329333522	2f560d2ea2e0414a387a6f8701113d76	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017664	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017664	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017664				SAMD00008915		Whole genome analysis of Lactobacillus florum JCM16035	2014-06-13
PRJDB768	DRP001990	SAMD00010708	DRS015426	DRX015936	DRR017666	DRA001912	1291734	Lactobacillus nasuensis JCM 17158	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	351581	77971579	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus nasuensis JCM17158	Genome sequencing of Lactobacillus nasuensis JCM 17158	DRP001990	DRX015936	DRR017666	68742433	99479d22c6b5b5dab3ae964fca8956e6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017666/DRR017666.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017666/DRR017666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017666/DRR017666.fastq.gz							220764011	34b7e3ccbaec8d56c1ba35eed88efdde	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017666	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017666	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017666				SAMD00010708		Whole genome analysis of Lactobacillus nasuensis JCM17158	2014-06-13
PRJDB769	DRP001991	SAMD00003733	DRS015427	DRX015937	DRR017667	DRA001913	390333	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	422561	96458340	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus delbrueckii subsp. bulgaricus JCM1002	Genome sequencing of Lactobacillus delbrueckii subsp. bulgaricus JCM 1002	DRP001991	DRX015937	DRR017667	85580057	182f876d315c55c7bec9862b6b49dc32	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017667/DRR017667.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017667/DRR017667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017667/DRR017667.fastq.gz							272237592	862e82218218c3547f79c1d3aa45486e	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017667	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017667	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017667				SAMD00003733		Whole genome analysis of Lactobacillus delbrueckii subsp. bulgaricus JCM1002	2014-06-13
PRJDB772	DRP001994	SAMD00012328	DRS015430	DRX015940	DRR017670	DRA001916	1423828	Lactobacillus kefiranofaciens subsp. kefirgranum DSM 10550 = JCM 8572	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	474625	104767324	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus kefiranofaciens subsp. kefirgranum JCM8572	Genome sequencing of Lactobacillus kefiranofaciens subsp. kefirgranum JCM 8572	DRP001994	DRX015940	DRR017670	92664469	304b0efacd849f4dc3aa1e1893374d2c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017670/DRR017670.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017670/DRR017670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017670/DRR017670.fastq.gz							300600108	32267308c370d4b29924bb7f3d1c140d	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017670	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017670	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017670				SAMD00012328		Whole genome analysis of Lactobacillus kefiranofaciens subsp. kefirgranum JCM8572	2014-06-13
PRJDB773	DRP001995	SAMD00010120	DRS015431	DRX015941	DRR017671	DRA001917	1423786	Lactobacillus parafarraginis DSM 18390 = JCM 14109	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	955019	215225836	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus parafarraginis JCM14109	Genome sequencing of Lactobacillus parafarraginis JCM 14109	DRP001995	DRX015941	DRR017671	191365996	28467641137eff5e7fb75c9583fc825e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017671/DRR017671.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017671/DRR017671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017671/DRR017671.fastq.gz							626750654	a4ff4445242f227fa2cadc063abb1edb	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017671	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017671	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017671				SAMD00010120		Whole genome analysis of Lactobacillus parafarraginis JCM14109	2014-06-13
PRJDB774	DRP001996	SAMD00016452	DRS015432	DRX015942	DRR017672	DRA001918	1423742	Lactobacillus equigenerosi DSM 18793 = JCM 14505	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	433234	88735562	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus equigenerosi JCM14505	Genome sequencing of Lactobacillus equigenerosi JCM 14505	DRP001996	DRX015942	DRR017672	78977332	0ed54a6db4fe209a8d04563269b4ac5d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017672/DRR017672.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017672/DRR017672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017672/DRR017672.fastq.gz							265184198	7c7af4ad96527540c00e2f2aac9035fd	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017672	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017672	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017672				SAMD00016452		Whole genome analysis of Lactobacillus equigenerosi JCM14505	2014-06-13
PRJDB775	DRP001997	SAMD00004648	DRS015433	DRX015943	DRR017673	DRA001919	1423780	Lactobacillus otakiensis DSM 19908 = JCM 15040	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	419633	86114190	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus otakiensis JCM15040	Genome sequencing of Lactobacillus otakiensis JCM 15040	DRP001997	DRX015943	DRR017673	76380655	dd96a4b85887643607d18f5a59218550	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017673/DRR017673.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017673/DRR017673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017673/DRR017673.fastq.gz							255762438	9ec66a5692042882fbf2f9557f75ef20	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017673	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017673	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017673				SAMD00004648		Whole genome analysis of Lactobacillus otakiensis JCM15040	2014-06-13
PRJDB776	DRP001998	SAMD00012991	DRS015434	DRX015944	DRR017674	DRA001920	1423766	Lactobacillus kisonensis DSM 19906 = JCM 15041	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	436249	86833956	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus kisonensis JCM15041	Genome sequencing of Lactobacillus kisonensis JCM 15041	DRP001998	DRX015944	DRR017674	76887260	34b68e6aca71ac65951fbbf1cc022e16	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017674/DRR017674.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017674/DRR017674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017674/DRR017674.fastq.gz							262506497	948daea6e13b06ea253d020c0ab8c48d	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017674	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017674	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017674				SAMD00012991		Whole genome analysis of Lactobacillus kisonensis JCM15041	2014-06-13
PRJDB777	DRP001999	SAMD00013966	DRS015435	DRX015945	DRR017675	DRA001921	1423795	Lactobacillus rapi DSM 19907 = JCM 15042	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	428816	88034785	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus rapi JCM15042	Genome sequencing of Lactobacillus rapi JCM 15042	DRP001999	DRX015945	DRR017675	77986374	e27a711dcae262106d1f7ac0edb43e6a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017675/DRR017675.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017675/DRR017675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017675/DRR017675.fastq.gz							261534679	445d93c1fe93c6af5247f9c28f5f168a	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017675	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017675	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017675				SAMD00013966		Whole genome analysis of Lactobacillus rapi JCM15042	2014-06-13
PRJDB778	DRP002000	SAMD00006163	DRS015436	DRX015946	DRR017676	DRA001922	1423744	Lactobacillus floricola DSM 23037 = JCM 16512	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	440007	88026467	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus floricola JCM16512	Genome sequencing of Lactobacillus floricola JCM 16512	DRP002000	DRX015946	DRR017676	77396913	9d282be94f2bdbe596979b296fe00702	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017676/DRR017676.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017676/DRR017676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017676/DRR017676.fastq.gz							267195183	adacc37c964cb64e9e7673fcaab55772	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017676	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017676	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017676				SAMD00006163		Whole genome analysis of Lactobacillus floricola JCM16512	2014-06-13
PRJDB779	DRP002001	SAMD00000854	DRS015437	DRX015947	DRR017677	DRA001923	1423781	Lactobacillus ozensis DSM 23829 = JCM 17196	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	423653	83522276	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus ozensis JCM17196	Genome sequencing of Lactobacillus ozensis JCM 17196	DRP002001	DRX015947	DRR017677	73369930	6581fda937725132e8e14ab849e0848c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017677/DRR017677.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017677/DRR017677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017677/DRR017677.fastq.gz							255470887	368b7b1cc1652c285d63202e78e8ae25	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017677	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017677	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017677				SAMD00000854		Whole genome analysis of Lactobacillus ozensis JCM17196	2014-06-13
PRJDB780	DRP002002	SAMD00011135	DRS015438	DRX015948	DRR017678	DRA001924	1291742	Lactobacillus hokkaidonensis JCM 18461	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	424099	84207012	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus hokkaidonensis JCM18461	Genome sequencing of Lactobacillus hokkaidonensis JCM 18461	DRP002002	DRX015948	DRR017678	74422310	fbb7f2301d075c24eb92952ecd462def	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017678/DRR017678.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017678/DRR017678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017678/DRR017678.fastq.gz							254630593	cbd26c2eda39ca2b8ce8797d3c656137	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017678	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017678	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017678				SAMD00011135		Whole genome analysis of Lactobacillus hokkaidonensis JCM18461	2014-06-13
PRJDB781	DRP002003	SAMD00009970	DRS015439	DRX015949	DRR017679	DRA001925	1291743	Lactobacillus oryzae JCM 18671	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	457695	88606734	UT_COB	2014-05-16	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus sp. JCM18671	Genome sequencing of Lactobacillus oryzae JCM 18671	DRP002003	DRX015949	DRR017679	85377829	dc8eb03506bfd888f0c47e379c62636e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017679/DRR017679.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017679/DRR017679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017679/DRR017679.fastq.gz							74484208	a271f7c2fb58a3f8afb342ff3d7f99c7	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017679	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017679	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017679				SAMD00009970		Whole genome analysis of Lactobacillus sp. JCM18671	2014-05-16
PRJDB798	DRP002020	SAMD00013769	DRS015456	DRX015966	DRR017696	DRA001942	1293592	Lactobacillus curvatus JCM 1096 = DSM 20019	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	570447	141254143	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus curvatus JCM1096	Genome sequencing of Lactobacillus curvatus JCM 1096	DRP002020	DRX015966	DRR017696	124865017	459f4774d5933438ac3ba73f09000747	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017696/DRR017696.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017696/DRR017696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017696/DRR017696.fastq.gz							386391274	a7357bc7faf9ad59f7dc08c6c3e5b2ed	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017696	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017696	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017696				SAMD00013769		Whole genome analysis of Lactobacillus curvatus JCM1096	2014-06-13
PRJDB799	DRP002021	SAMD00003078	DRS015457	DRX015967	DRR017697	DRA001943	1423721	Lactobacillus amylophilus DSM 20533 = JCM 1125	ION_TORRENT	Ion Torrent PGM		SINGLE		WGS	GENOMIC	RANDOM	646770	146530206	UT_COB	2014-06-17	2015-06-19	Ion Torrent PGM sequencing; Whole genome analysis of Lactobacillus amylophilus JCM1125	Genome sequencing of Lactobacillus amylophilus JCM 1125	DRP002021	DRX015967	DRR017697	139127985	828fc4c5eb4c09043784b9d0bc74f705	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017697/DRR017697.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR017/DRR017697/DRR017697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR017/DRR017697/DRR017697.fastq.gz							121814060	5085bccfefb288d9bbc54caf494d65ac	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017697	fasp.sra.ebi.ac.uk:/vol1/drr/DRR017/DRR017697	ftp.sra.ebi.ac.uk/vol1/drr/DRR017/DRR017697				SAMD00003078		Whole genome analysis of Lactobacillus amylophilus JCM1125	2014-06-13
